기간,회사,스펙,학교_원문,학교_분류,학과_원문,학과_계열,자격증,기타자격증,인턴,기타
2023 상반기,트릿지,"지거국 / 바이오신소재 / 학점 3.81/4.5 / 토익: 845, 토익스피킹: 150/IH, 오픽: , 기타: / 사회생활 경험: / 세타필 마케팅 서포터즈 세타필미 5기, 부산정보산업진흥원 주관 ICT 인력양성 데이터분석과정 오픈캠퍼스 2기, 모각코 UX/UI 메이트 피그마 과정 / 한국사검정시험: , 컴퓨터활용능력: , 기타: GTQ1급, ADsP",지거국,지방대,바이오신소재,공학,"TOEIC 845, 토익스피킹 150/IH","한국사검정시험: , 컴퓨터활용능력: , 기타: GTQ1급, ADsP",,"사회생활 경험: / 세타필 마케팅 서포터즈 세타필미 5기, 부산정보산업진흥원 주관 ICT 인력양성 데이터분석과정 오픈캠퍼스 2기, 모각코 UX/UI 메이트 피그마 과정"
2025 상반기,현대그린푸드,"인서울 / 사범대 / 학점 4.33/4.5 / 토익: 935, 토익스피킹: AL (160) / 사회생활 경험: 인턴 (식품관련) 총 1년 / 봉사활동, 멘토링",인서울,인서울,사범대,교육,"TOEIC 935, 토익스피킹 AL (160) / 사회생활 경험: 인턴 (식품관련) 총 1년",,사회생활 경험: 인턴 (식품관련) 총 1년,"봉사활동, 멘토링"
2023 상반기,삼성SDS,"명지대 / 디지털콘텐츠디자인 / 학점 4.17/4.5 / 사회생활 경험: 인턴 2회 / 관련 공모전 수상 6회 / 한국사검정시험: , 컴퓨터활용능력: 1급, 기타: ADsP, SQLD, GAIQ",명지대,인서울,디지털콘텐츠디자인,예체능디자인,,"한국사검정시험: , 컴퓨터활용능력: 1급, 기타: ADsP, SQLD, GAIQ",사회생활 경험: 인턴 2회,관련 공모전 수상 6회
2025 상반기,한국투자증권,"부산대 / 경영 / 학점 3.67 / 855 / 한국사검정능력시험: 고급, 컴퓨터활용능력: 1급, 신용분석사, 투자자산운용사, 외환전문역 2종 / 금융투자학회 1.5년 / 한국토지주택공사 3개월, 한국주택금융공사 6개월",부산대,지방대,경영,경영경제,,"한국사검정능력시험: 고급, 컴퓨터활용능력: 1급, 신용분석사, 투자자산운용사, 외환전문역 2종",,"855 / 금융투자학회 1.5년 / 한국토지주택공사 3개월, 한국주택금융공사 6개월"
2020 하반기,현대백화점,"건동홍 / 경영 / 학점 3.7 / 토익: 975, 토익스피킹: 170/레벨7 / 사회생활 경험: 중소기업 인턴 마케팅 6개월 / 창업공모전 대상",건동홍,인서울,경영,경영경제,"TOEIC 975, 토익스피킹 170/레벨7",,사회생활 경험: 중소기업 인턴 마케팅 6개월,창업공모전 대상
2024 하반기,GS건설,"가천대 / 도시계획학과 / 학점 3.65/4.5 / 토익: 770, 오픽: IH / 사회생활 경험: 한화 호텔&리조트 부동산자산관리 인턴, 하나증권 아르바이트, 한국부동산원 인턴 / 컴퓨터활용능력: 1급, 기타: 공인중개사, 도시계획기사, 투자자산운용사, CAD 2급",가천대,지방대,도시계획학과,기타,"TOEIC 770, OPIc IH","컴퓨터활용능력: 1급, 기타: 공인중개사, 도시계획기사, 투자자산운용사, CAD 2급","사회생활 경험: 한화 호텔&리조트 부동산자산관리 인턴, 하나증권 아르바이트, 한국부동산원 인턴",
2025 상반기,삼성전자,"서성한 / 컴퓨터 공학 / 학점 4.1/4.5 / 토익스피킹: al / 대기업 인턴 6개월 / 대외활동 3회, 특허 1회",서성한,인서울,컴퓨터 공학,공학,토익스피킹 al / 대기업 인턴 6개월,,대기업 인턴 6개월,"대외활동 3회, 특허 1회"
2025 상반기,BGF리테일,수도권 4년제 / 국제학부 / 학점 3.83 / 토익스피킹: 140/IH / 사회생활 경험: 뷰티 브랜드 마케팅팀 인턴 3개월 / 금융권 홍보대사 외 3개,수도권 4년제,기타,국제학부,기타,토익스피킹 140/IH,,사회생활 경험: 뷰티 브랜드 마케팅팀 인턴 3개월,금융권 홍보대사 외 3개
2023 상반기,인천서구시설관리공단,"지거국 / 기계공학과 / 학점 3.08 / 토익: 785, 토익스피킹: , 오픽: , 기타: / 사회생활 경험: / 한국사검정시험: , 컴퓨터활용능력: , 기타: 일반기계기사, 건설기계설비기사",지거국,지방대,기계공학과,공학,"TOEIC 785, 토익스피킹 ","한국사검정시험: , 컴퓨터활용능력: , 기타: 일반기계기사, 건설기계설비기사",,사회생활 경험:
2025 하반기,카카오뱅크,중경외시 / 환경디자인 / 학점 3.36 / 대외활동 3개,중경외시,인서울,환경디자인,예체능디자인,,,,대외활동 3개
2024 하반기,하나은행,"건국대글로컬 / 시각영상 / 학점 4.09 / 오픽: Im1 / 사회생활 경험: 타직무계약직3개월, 같은직무 2개월 인턴 / 대외활동 1 공모전4회수상 / 한국사검정시험: 고급, 기타: Gtq,gtqi,mosexcel,powerpoint",건국대글로컬,인서울,시각영상,예체능디자인,OPIc Im1,"한국사검정시험: 고급, 기타: Gtq,gtqi,mosexcel,powerpoint","사회생활 경험: 타직무계약직3개월, 같은직무 2개월 인턴",대외활동 1 공모전4회수상
2025 하반기,현대자동차,"서성한 / 신소재공학 / 학점 4.09 / 토익 750, 오픽 IH / 학부연구생1년, 반도체 공모전 수상 1회",서성한,인서울,신소재공학,공학,"TOEIC 750, OPIc IH",,,"학부연구생1년, 반도체 공모전 수상 1회"
2025 상반기,HD현대이엔티,"한서대 / 항공기계공학과 / 학점 4.08/4.5 / 토익: 815, 토익스피킹: 150/IH / 위니아전자 생산직, PAV 개발프로젝트, LG Aimers, 유닛로드시스템 공모전, 여수행복주택 건설현장 전기설비 보조 / 기타: 일반기계기사",한서대,지방대,항공기계공학과,공학,"TOEIC 815, 토익스피킹 150/IH",기타: 일반기계기사,,"위니아전자 생산직, PAV 개발프로젝트, LG Aimers, 유닛로드시스템 공모전, 여수행복주택 건설현장 전기설비 보조"
2023 하반기,토스증권,인서울 상위권 4년제 / 행정학 / 학점 4.1 / 토익: 945,인서울 상위권 4년제,인서울,행정학,사회과학,TOEIC 945,,,
2024 하반기,한국투자증권,"서성한 / 글로벌경영학과 / 학점 4.01/4.5 / 오픽: IH / 모의투자대회, 데이터분석대회 참여이력 / 기타: CFA Level3, 투자자산운용사, 재무위험관리사, 금융투자분석사",서성한,인서울,글로벌경영학과,경영경제,OPIc IH,"기타: CFA Level3, 투자자산운용사, 재무위험관리사, 금융투자분석사",,"모의투자대회, 데이터분석대회 참여이력"
2022 하반기,KREAM,인하대 / 국제통상학과 / 학점 4.44/4.5,인하대,지방대,국제통상학과,경영경제,,,,
2024 하반기,SBS,한양대 / 사회학과 / 학점 3.9 / 토익스피킹: IH / 사회생활 경험: 유튜브 뉴스 채널 인턴 / skt 0피셜,한양대,인서울,사회학과,사회과학,토익스피킹 IH / 사회생활 경험: 유튜브 뉴스 채널 인턴,,사회생활 경험: 유튜브 뉴스 채널 인턴,skt 0피셜
2026 상반기,현대자동차,"지거국 / 전자공학부 / 학점 4.2 / 토익 900, 토스 120/im2 / PBL기반 반도체특성화프로젝트, PBL기반 반도체실무프로젝트 / 운전면허 1종보통",지거국,지방대,전자공학부,공학,TOEIC 900,운전면허 1종보통,,"PBL기반 반도체특성화프로젝트, PBL기반 반도체실무프로젝트"
2022 하반기,LS전선,"인하대 / 경영학과 / 학점 3.7 / 토익스피킹: 150점 / 사회생활 경험: 한국국토정보공사 청년인턴(ipp), 한국폴리텍대학 청년인턴 / 한국사검정시험: 고급, 컴퓨터활용능력: 2급, 기타: 전산회계1급, 전산회계운용사2급, 실용글쓰기 준2급",인하대,지방대,경영학과,경영경제,토익스피킹 150점 / 사회생활 경험: 한국국토정보공사 청년인턴(ipp),"한국사검정시험: 고급, 컴퓨터활용능력: 2급, 기타: 전산회계1급, 전산회계운용사2급, 실용글쓰기 준2급","사회생활 경험: 한국국토정보공사 청년인턴(ipp), 한국폴리텍대학 청년인턴",
2025 상반기,대학내일,"국민대 / 광고홍보학전공 / 학점 3.12/4.5 / 프리랜서 디자이너, 광고대행사 현장실습, 아르바이트 / 히든서포터즈 20기, 제트워크 6기",국민대,인서울,광고홍보학전공,사회과학,,,,"프리랜서 디자이너, 광고대행사 현장실습, 아르바이트 / 히든서포터즈 20기, 제트워크 6기"
2024 상반기,두산테스나,중경외시 / 경영 / 학점 3.5,중경외시,인서울,경영,경영경제,,,,
2025 상반기,IBK기업은행,"지거국 / 화학과 / 학점 3.27/4.5 / 공공기관 인턴 1회 / 한국사검정능력시험: 고급, 컴퓨터활용능력: 1급",지거국,지방대,화학과,자연과학,,"한국사검정능력시험: 고급, 컴퓨터활용능력: 1급",공공기관 인턴 1회,
2025 하반기,ASML,"서성한 / 신소재공학 / 학점 4.09 / 토익 750, 오픽 IH / 학부연구생1년, 반도체 공모전 수상 1회",서성한,인서울,신소재공학,공학,"TOEIC 750, OPIc IH",,,"학부연구생1년, 반도체 공모전 수상 1회"
2024 하반기,동국제약,"경북대 / 화학과 / 학점 3.98/4.3 / 오픽: IH / 대외활동 (학회) 5회, 수상경력 2회 / 기타: 화공기사+취득",경북대,지방대,화학과,자연과학,OPIc IH,기타: 화공기사+취득,,"대외활동 (학회) 5회, 수상경력 2회"
2023 상반기,IBK기업은행,"지거국 / 경영학과 / 학점 3.28 / 토익: 860 / 사회생활 경험: 경영컨설팅 스타트업 인턴 3개월 / 국민은행 디지털서포터즈 우수자, 한국핀테크지원센터 대학생 기자단, 교내 회계사례 연구대회 우수상 수상",지거국,지방대,경영학과,경영경제,TOEIC 860,"국민은행 디지털서포터즈 우수자, 한국핀테크지원센터 대학생 기자단, 교내 회계사례 연구대회 우수상 수상",사회생활 경험: 경영컨설팅 스타트업 인턴 3개월,
2025 하반기,CJ 제일제당,"연세대학교 / 응용통계학과 / 학점 4.08 / 토익 975, 오픽 AM / 대기업 인턴 6개월 1회",연세대학교,Top5,응용통계학과,IT컴퓨터,"TOEIC 975, OPIc AM",,대기업 인턴 6개월 1회,
2024 하반기,하나은행,"지방대 / 제품디자인 / 학점 3.97/4.5 / 토익스피킹: 150 / 산학프로젝트 3회 , 수상 6회",지방대,지방대,제품디자인,예체능디자인,토익스피킹 150 / 산학프로젝트 3회,,,"산학프로젝트 3회 , 수상 6회"
2024 하반기,전북테크노파크,"인제대 / 통계학과 / 학점 3.58 / 사회생활 경험: 공단 인턴 3개월, 중앙행정기관 인턴 7개월 / 다문화멘토링, 라오스 해외봉사 / 한국사검정시험: 고급, 컴퓨터활용능력: 1급, 기타: 사회조사분석사 2급",인제대,지방대,통계학과,IT컴퓨터,,"한국사검정시험: 고급, 컴퓨터활용능력: 1급, 기타: 사회조사분석사 2급","사회생활 경험: 공단 인턴 3개월, 중앙행정기관 인턴 7개월","다문화멘토링, 라오스 해외봉사"
2025 하반기,현대자동차,서성한 / 행정학 / 학점 4.02/4.5 / 토익스피킹: AM / 중견 인턴 1년 / 3,서성한,인서울,행정학,사회과학,토익스피킹 AM / 중견 인턴 1년,,중견 인턴 1년,3
2025 하반기,현대자동차,"한서대 / 항공기계공학과 / 학점 4.22 / 토익 915, 오픽: IH / 공모전 3회, 전기설비 보조 / 일반기계기사",한서대,지방대,항공기계공학과,공학,"TOEIC 915, OPIc IH",일반기계기사,,"공모전 3회, 전기설비 보조"
2021 하반기,어플라이드 머티리얼즈,"서울과기대 / 기계 / 학점 3.9/4.5 / 토익: 800, 토익스피킹: 140/6, 오픽: , 기타: / 사회생활 경험: / 설비엔지니어직무부트캠프 / 한국사검정시험: , 컴퓨터활용능력: 1급, 기타:",서울과기대,지방대,기계,공학,"TOEIC 800, 토익스피킹 140/6","한국사검정시험: , 컴퓨터활용능력: 1급, 기타:",,사회생활 경험: / 설비엔지니어직무부트캠프
2023 하반기,BC카드,서성한 / 커뮤니케이션 / 학점 3.7 / 오픽: Ih / 사회생활 경험: 현대카드 인턴 / 원티드 카피라이터 공모전 대상,서성한,인서울,커뮤니케이션,사회과학,OPIc Ih,,사회생활 경험: 현대카드 인턴,원티드 카피라이터 공모전 대상
2025 상반기,코스맥스,포항공대 / 생화학 / 학점 3.68/4.3 / 오픽: IH,포항공대,지방대,생화학,자연과학,OPIc IH,,,
2026 상반기,오션네트워크익스프레스코리아,"동국대학교 / 국제통상학과 / 학점 4.02 / 토익: 970, 토익스피킹: 170/레벨 7, 오픽: IH, 기타: JPT 615점 / 한국사검정시험: 고급 , 컴퓨터활용능력: 2급, 기타: 원산지관리사, 국제무역사 1급, 무역영어 1급",동국대학교,인서울,국제통상학과,경영경제,"TOEIC 970, OPIc IH, 토익스피킹 170/레벨 7","한국사검정시험: 고급 , 컴퓨터활용능력: 2급, 기타: 원산지관리사, 국제무역사 1급, 무역영어 1급",,
2025 상반기,국제연합식량농업기구(FAO) 한국협회,"서성한 / 정치외교학과/국제통상학과 / 학점 3.98/4.5 / 토익: 930, 오픽: IH, 기타: DELF B2 / 사회생활 경험: 인턴 1회 / 대외활동 5개, 수상 3회 / 한국사검정시험: 고급, 기타: KBS한국어능력검정 3+급",서성한,인서울,정치외교학과/국제통상학과,경영경제,"TOEIC 930, OPIc IH","한국사검정시험: 고급, 기타: KBS한국어능력검정 3+급",사회생활 경험: 인턴 1회,"대외활동 5개, 수상 3회"
2025 상반기,RXC,"한국외국어대학교 / 이탈리아어통번역학과 / 학점 3.96 / 사회생활 경험 : 인턴 2회(외국계기업 1회, 광고대행사 1회) / 대외활동 3회(서포터즈 2회, 스타트업 그로스해킹) / ADsP",한국외국어대학교,지방대,이탈리아어통번역학과,기타,,ADsP,"사회생활 경험 : 인턴 2회(외국계기업 1회, 광고대행사 1회)","대외활동 3회(서포터즈 2회, 스타트업 그로스해킹)"
2026 상반기,현대위아,"경북대 / 생물산업기계공학 / 학점 4.05 / 토스 140/레벨 6 / 스마트농산업 SW 경진대회 장려상 / 컴퓨터활용능력: 1급, ADsP",경북대,지방대,생물산업기계공학,공학,,"컴퓨터활용능력: 1급, ADsP",,토스 140/레벨 6 / 스마트농산업 SW 경진대회 장려상
2025 하반기,기아,"지거국 / 바이오메디컬공학/기계설계공학 / 학점 3.82/4.5 / 토익스피킹: 130 / 기업연계프로젝트 / 기타: 일반기계기사, 자동화설비산업기사, 산업안전기사",지거국,지방대,바이오메디컬공학/기계설계공학,공학,토익스피킹 130 / 기업연계프로젝트,"기타: 일반기계기사, 자동화설비산업기사, 산업안전기사",,기업연계프로젝트
2025 상반기,대한항공,"경희대 / 아동가족학과 / 학점 4.05/4.5 / 토익: 945, 토익스피킹: 190/레벨8, 오픽: AL / 유니세프 대학교 봉사단 / 한국사검정시험: 고급",경희대,인서울,아동가족학과,기타,"TOEIC 945, OPIc AL, 토익스피킹 190/레벨8",한국사검정시험: 고급,,유니세프 대학교 봉사단
2024 상반기,현대자동차,"전남대 / 화학공학부 / 학점 4.05 / 토익스피킹: 120/IM2 / 사회생활 경험: / 화학공학회(은상), 생산성향상 프로젝트, 증류탑최적화기업프로젝트, 생산관리 마스터 과정 / 한국사검정시험: , 컴퓨터활용능력: , 기타: 산업안전기사, 위험물산업기사",전남대,지방대,화학공학부,공학,토익스피킹 120/IM2,"한국사검정시험: , 컴퓨터활용능력: , 기타: 산업안전기사, 위험물산업기사",,"사회생활 경험: / 화학공학회(은상), 생산성향상 프로젝트, 증류탑최적화기업프로젝트, 생산관리 마스터 과정"
2024 하반기,한화에어로스페이스,"중앙대 / 기계공학 / 학점 3.77/4.5 / 토익: 915, 토익스피킹: 170/AL",중앙대,인서울,기계공학,공학,"TOEIC 915, 토익스피킹 170/AL",,,
2025 상반기,한국은행,"가천대학교 / 응용통계학과 / 학점 3.09/4.5 / 금융기관 소속 대학생 금융교육 봉사단, 금융기관 소속 디지털 서포터즈, 경제연합동아리, 정기의료봉사활동, 해외교육봉사활동 등 / 한국사검정시험: 고급",가천대학교,지방대,응용통계학과,IT컴퓨터,,한국사검정시험: 고급,,"금융기관 소속 대학생 금융교육 봉사단, 금융기관 소속 디지털 서포터즈, 경제연합동아리, 정기의료봉사활동, 해외교육봉사활동 등"
